Profit Margin,Debt Ratio,ROA,2019 PRICE VAR [%]
100,26.60191516,20.78029443,143.5475348
100,26.57004831,20.70205117,143.1099926
100,26.56137287,20.64467455,142.4693551
100,26.49943068,20.62922018,141.920374
100,26.4886748,20.56872696,141.6666651
100,26.24738988,20.49518855,140.5429297
100,26.22516556,20.44980292,139.2857115
100,25.98496204,20.28559772,138.936363
100,25.9496705,20.03482854,138.5212347
100,25.85130966,19.87638502,138.2352923
100,25.59774743,19.77569673,137.5939837
100,25.42372421,19.76287628,136.8983859
100,25.40892766,19.75566806,136.3636226
100,25.22368124,19.73521914,135.7798032
100,24.88946404,19.73014209,135.1351227
100,24.86783785,19.68861968,134.1123694
100,24.8415376,19.66537228,133.2535892
100,24.33507778,19.65223118,133.1472099
100,24.05040465,19.57391936,133.0935283
100,23.75162464,19.52113836,132.6941147
100,23.71985079,19.50027723,132.6666673
100,23.67363903,19.38062835,132.5581464
100,23.6531766,19.35804309,132.3662718
100,23.62920307,19.19452166,131.7839281
100,23.33431856,19.13164155,131.7697175
100,23.33101049,19.10401648,130.5766647
100,23.31439484,19.08881911,130.0143155
100,23.17945517,19.07676747,129.5202842
100,23.16575388,19.03958543,129.0816333
100,23.15789474,19.01882416,128.5161827
100,23.14688917,19.00568357,127.7193036
100,23.1164303,18.89487304,127.3489225
100,23.10937834,18.82992327,126.8041219
100,22.95067454,18.81613051,126.5706855
100,22.92645161,18.78863495,126.262625
100,22.92299687,18.7869903,125.5813902
100,22.78338945,18.7646123,124.8164545
100,22.65895954,18.70452477,123.9524821
100,22.63747356,18.70435992,123.6545961
100,22.6229205,18.65101813,123.6397991
100,22.59782138,18.5981477,123.4042644
100,22.49676746,18.55132464,123.0215867
100,22.26164829,18.49106597,121.7473742
100,21.81387531,18.429574,121.1863129
100,21.74033788,18.42956754,121.0466052
100,21.73146208,18.37705539,120.7645468
100,21.56836193,18.37132831,120.7065819
100,21.40148443,18.35508929,119.2189423
100,21.36274595,18.2214926,118.1249973
100,21.13832469,18.1239678,117.6119454
100,20.99831183,18.10752533,117.1717252
100,20.85171903,18.05572487,116.4457924
100,20.78510294,18.00708893,116.4456204
100,20.70711846,17.98658544,115.9783361
100,20.58888889,17.95492308,115.9554149
100,20.45707239,17.94491794,115.4545304
100,20.441589,17.75709686,115.4100624
100,19.93332888,17.74690015,114.9152594
100,19.73832983,17.62242694,114.5589188
100,19.67008185,17.52370532,114.461927
100,19.6680623,17.52033501,114.2922426
100,19.66496281,17.50249377,114.1099367
100,19.57162115,17.46193982,114.012368
100,19.23389457,17.41290267,113.7281174
100,19.16380339,17.40396869,113.5746475
100,19.12860137,17.37324304,113.4966123
100,19.09697509,17.37115157,113.2761007
100,18.92137421,17.35949657,113.1707311
100,18.83882772,17.32431638,113.098388
100,18.81130295,17.31876502,112.8898228
100,18.70187306,17.31010628,112.879222
100,18.63631061,17.29668124,112.6055912
100,18.57361161,17.2548393,112.4005151
100,18.56790921,17.23604573,112.0735252
100,18.53712911,17.21740729,111.9292783
100,18.53,17.14285714,110.2758449
100,18.48355502,17.08377018,110.2631545
100,18.4236585,17.00183071,110.2013427
100,18.42111837,16.98161036,109.0965917
100,18.26867004,16.97658697,108.6917927
100,18.23462842,16.9344715,108.5106458
100,18.18991353,16.88931756,108.3672475
100,18.09046739,16.81982769,108.2859856
100,17.76776297,16.75961061,107.6472927
100,17.66297097,16.74103835,107.444891
100,17.59795273,16.74063412,107.3844652
100,17.58090772,16.69171649,107.3170808
100,17.56942989,16.67056917,107.0756912
100,17.50483483,16.6679369,106.1007963
100,17.39557791,16.64244936,106.0701323
100,17.33630952,16.6055594,105.7271914
100,17.3266334,16.59594058,105.69878
100,17.25590464,16.59221442,104.1343986
100,16.89538808,16.58533135,104.1025601
100,16.88928044,16.56423219,103.913824
100,16.86218444,16.54365247,103.9002245
100,16.71622624,16.45241203,103.6697212
100,16.59125189,16.36994183,103.6544895
100,16.58527596,16.33502575,103.4300822
100,16.55293859,16.30777075,102.8883312
100,16.53006381,16.27753093,102.6455001
100,16.45238806,16.26482213,101.9947068
100,16.32345558,16.26060491,101.1834234
100,16.30080972,16.23228962,100.8014656
100,16.17606698,16.21234094,100.5524989
100,16.14521049,16.20759287,100.5230045
100,16.06875471,16.17314885,100.442488
100,16.06222393,16.1429523,99.85491752
100,15.98571127,16.11760767,99.14721713
100,15.90745797,16.01855967,99.11827345
100,15.87667637,15.93040345,98.74760619
100,15.86373105,15.91266028,98.60441045
100,15.82363228,15.85577249,98.52613755
100,15.70527701,15.84367529,98.34293293
100,15.69973952,15.79150969,98.15365482
100,15.69279055,15.79150969,98.14241664
100,15.67682785,15.77389088,98.09161389
100,15.67336966,15.69610183,97.58032822
100,15.6213537,15.69372099,97.42323889
100,15.49745383,15.68763832,97.30337324
100,15.47170751,15.65981805,97.27396161
100,15.31519271,15.65692466,97.11537883
100,15.24666676,15.541435,97.02232367
100,15.24109763,15.52237098,96.88564762
100,15.19281321,15.51435342,96.81515281
100,15.07352941,15.48049153,96.73878695
100,15.07200232,15.47576685,96.53179525
100,15.05512363,15.40807274,96.25748493
100,14.93670019,15.40608779,95.71262069
100,14.89530554,15.38617064,95.131082
100,14.89530554,15.38537252,95.04311317
100,14.89530554,15.38105,94.9025465
100,14.89530554,15.35791757,94.69432839
100,14.74632733,15.32799338,94.62859126
100,14.72528723,15.32679739,94.40473778
100,14.71551032,15.30866713,94.07264974
100,14.54655656,15.2870173,94.0298388
100,14.5329515,15.26158965,93.85731838
100,14.52390901,15.17977421,93.75749745
100,14.34332179,15.14204752,93.75000582
100,14.21164667,15.09924761,93.74704705
100,14.09644843,15.08142554,93.60257413
100,14.02794945,15.02903705,93.40218254
100,13.96866097,15.00888103,93.26524629
100,13.94910251,14.9952171,92.94872441
100,13.87048318,14.99091487,92.93873004
100,13.83181526,14.98680497,92.60415663
100,13.81290707,14.90604925,92.38930985
100,13.80151517,14.88046226,92.05096848
100,13.76658629,14.86297259,91.91972877
100,13.71222102,14.84679739,91.4141565
100,13.70316112,14.83705723,91.37918569
100,13.67860474,14.8151512,91.27806478
100,13.58298796,14.7934335,91.25367256
100,13.53116821,14.79118897,91.13923411
100,13.52608753,14.75917431,90.72986967
100,13.4087366,14.74027717,90.58553181
100,13.35982371,14.73951715,90.47619913
100,13.30144774,14.73951715,89.99000306
100,13.26895327,14.72614948,89.98039029
100,13.26179616,14.72058051,89.91144722
100,13.21438686,14.65479452,89.83419486
100,13.16346079,14.62195102,89.83319562
100,13.16046585,14.59518227,89.36854718
100,13.09585821,14.580428,89.06251019
100,13.08437068,14.55611771,89.06048412
100,13.05470267,14.54460526,89.02584166
100,13.00559673,14.48432509,89.02009682
100,12.95830523,14.48196533,88.81045043
100,12.94367701,14.46198926,88.74246463
100,12.89005714,14.43852237,88.73627865
100,12.77611778,14.38753212,88.39763934
100,12.7204833,14.38454652,88.20224486
100,12.7070603,14.37419552,87.95498287
100,12.64702874,14.35078799,87.8672789
100,12.62735845,14.30981986,87.81516095
100,12.61831196,14.2863028,87.57396266
100,12.61361586,14.27087038,87.2732367
100,12.57013752,14.26418693,87.1967682
100,12.5492972,14.22804059,87.17077171
100,12.54583527,14.22078284,86.90305424
100,12.53209376,14.16080672,86.69601641
100,12.45009456,14.12944394,86.66034543
100,12.40292094,14.09188374,86.51026315
100,12.3634045,14.09049993,86.50224922
100,12.33396117,14.07162933,86.34686788
100,12.26965882,14.06276796,86.24406051
100,12.25857902,14.02679939,86.22966674
100,12.20584813,14.02037148,86.19394874
100,12.04111943,14.00670163,86.18857991
100,12.0197985,13.83005926,86.06881453
100,11.99978369,13.81324283,85.77827084
100,11.94535129,13.80895877,85.71428866
100,11.87647926,13.8081005,85.65883117
100,11.86683158,13.80370769,85.5843284
100,11.84699019,13.79230536,85.45594916
100,11.81541049,13.74734942,85.40692845
100,11.77205774,13.7126789,84.91018631
100,11.76470588,13.70522734,84.63021998
100,11.69258456,13.70021633,84.57711355
100,11.6499982,13.68202617,83.93336066
100,11.64846966,13.67932634,83.79447225
100,11.60604138,13.67110957,83.23671935
100,11.52864269,13.65925575,83.16861564
100,11.50915653,13.65901855,83.16801992
100,11.45564586,13.64134946,82.47586682
100,11.44209784,13.63636364,82.45309506
100,11.40600105,13.63261488,82.40343945
100,11.40281003,13.61023549,82.37433735
100,11.385588,13.57651037,82.18728789
100,11.3583979,13.56575314,82.15873355
100,11.35727049,13.51534909,82.14170015
100,11.34917046,13.43036303,82.11766033
100,11.33426723,13.41672304,82.09256318
100,11.32204687,13.41132626,81.81818445
100,11.29033529,13.38747362,81.63572608
100,11.26251716,13.37074555,81.57938452
100,11.21867138,13.35787871,81.55678348
100,11.17823205,13.31994645,81.48589009
100,11.16020635,13.31517112,81.14603451
100,10.96743103,13.26978324,81.08605294
100,10.91035833,13.26742556,80.44943994
100,10.90925745,13.26662743,80.38529028
100,10.80319027,13.25044075,80.30254589
100,10.79740557,13.2330604,79.99441546
100,10.7339634,13.22751615,79.62529533
100,10.72908234,13.20320286,79.35367079
100,10.71428571,13.20320286,79.29319008
100,10.65374949,13.20304154,79.16295197
100,10.64584877,13.19731917,78.99077197
100,10.61714335,13.17349074,78.95144604
100,10.53981601,13.09728968,78.88366231
100,10.49624888,13.06235611,78.74641062
100,10.48976371,13.0485879,78.33069922
100,10.43544001,13.03297864,78.13347647
100,10.40295578,13.02911295,77.90177765
100,10.40038694,13.02718208,77.78488073
100,10.39081062,13.012296,77.72512732
100,10.33589733,12.99258098,77.62763055
100,10.3304147,12.97280233,77.51178516
100,10.31058183,12.96037797,77.14285992
100,10.30604324,12.94822525,76.80895941
100,10.29673542,12.9429172,76.7726707
100,10.28572362,12.92814285,76.3599862
100,10.27129925,12.89426546,76.24833843
100,10.260631,12.8699055,76.1361364
100,10.20913521,12.8573601,76.04621526
100,10.18830267,12.85545495,76.04484933
100,10.17329606,12.84077228,76.02338733
100,10.12600885,12.82970211,75.9398538
100,10.122072,12.8089676,75.89966223
100,10.12089519,12.78664587,75.45986484
100,10.11514765,12.77713544,75.32353121
100,10.10352106,12.69746633,75.26937018
100,10.1033828,12.67500769,75.24137826
100,10.09598932,12.65789124,75.19977368
100,10.03094637,12.63852084,75.13663687
100,10.01835717,12.5877012,75.05401215
100,9.976578376,12.58216423,74.96081789
100,9.943567398,12.56110521,74.81122283
100,9.897655407,12.55906208,74.67259018
100,9.884704555,12.55251635,74.66666812
100,9.86616377,12.514828,74.64114309
100,9.864269614,12.4306522,74.60412149
100,9.859088842,12.39479163,74.60176291
100,9.857971397,12.37315928,74.5864585
100,9.798973399,12.3611521,74.46809194
100,9.791338154,12.34502329,74.3943392
100,9.741182581,12.32490395,74.32290325
100,9.700853308,12.31846619,74.13213504
100,9.691238414,12.30310277,73.98374622
100,9.622684902,12.29504628,73.81202345
100,9.608509105,12.28993671,73.76504917
100,9.578070948,12.2874864,73.74255259
100,9.576683423,12.28474041,73.69668929
100,9.570664301,12.2568882,73.55705552
100,9.545445868,12.21648421,73.43148994
100,9.529332602,12.15051258,73.40989975
100,9.500757441,12.14251632,73.16521408
100,9.499307852,12.13093673,73.15068511
100,9.4727724,12.10922803,73.06754332
100,9.470425799,12.10854824,72.9729739
100,9.461334679,12.10431042,72.85023643
100,9.400184943,12.09618263,72.80162148
100,9.349610176,12.0628298,72.76227305
100,9.328251102,12.05943376,72.59501423
100,9.309888568,12.05794363,72.59401305
100,9.306930693,12.03986686,72.53520862
100,9.297376628,12.03026133,72.42561288
100,9.259703137,12.02642074,72.41014165
100,9.258934028,12.02258231,72.2222167
100,9.252130646,11.99613734,72.03494806
100,9.245454545,11.96346629,71.89440367
100,9.239160246,11.94242592,71.69028645
100,9.234408474,11.92261823,71.62702612
100,9.233365477,11.91530382,71.53681798
100,9.206184325,11.91167482,71.5142968
100,9.186546155,11.88794915,71.46559632
100,9.179169079,11.86952148,71.43529433
100,9.178733151,11.86309922,71.35781177
100,9.167661358,11.84319499,71.1693017
100,9.14054744,11.81893785,71.00136519
100,9.140076135,11.8093217,70.93771442
100,9.085406859,11.8068204,70.73707588
100,9.023775007,11.80419081,70.72453358
100,9.016877264,11.80204946,70.71428299
100,8.950031739,11.73130127,70.70416322
100,8.943253808,11.71897734,70.56603088
100,8.923035992,11.7126918,70.56146995
100,8.915169139,11.70962214,70.54859218
100,8.877043613,11.69700214,70.53700764
100,8.827663762,11.67802433,70.53252892
100,8.827239431,11.64177398,70.27514948
100,8.809906179,11.50937555,70.22309027
100,8.804234178,11.4962239,70.0963857
100,8.801931395,11.49294738,69.92188128
100,8.799105717,11.48182237,69.89247643
100,8.792539187,11.47281283,69.73321948
100,8.775050397,11.4366426,69.727899
100,8.754623921,11.43302937,69.60586961
100,8.75238243,11.40360767,69.56718176
100,8.74541623,11.39485813,69.53966113
100,8.677564219,11.37970122,69.53314474
100,8.634835239,11.36743805,69.45224881
100,8.619332448,11.36190486,69.44619523
100,8.619332448,11.361606,69.39992297
100,8.615365517,11.35117114,69.33555979
100,8.598758461,11.34178508,69.12938043
100,8.585268703,11.32739489,69.123968
100,8.584898944,11.3249302,68.70265678
100,8.567997486,11.31148915,68.69328091
100,8.567994505,11.28248666,68.65148949
100,8.523184701,11.26471393,68.53932103
100,8.522846265,11.24431768,68.46636699
100,8.492576258,11.24147572,68.45790767
100,8.41386042,11.24051857,68.43640509
100,8.404709616,11.23338965,68.39497539
100,8.350749739,11.23177001,68.13558727
100,8.34524877,11.21492597,68.08216327
100,8.320705331,11.20836269,68.02099092
100,8.317083627,11.19275588,67.9833684
100,8.282417036,11.14599442,67.96766229
100,8.272681591,11.1312286,67.69847332
100,8.258256672,11.12783981,67.69735143
100,8.194447278,11.1152956,67.63565648
100,8.182701355,11.08725185,67.60354349
100,8.167712116,11.08725185,67.4431984
100,8.164560001,11.0620062,67.27940749
100,8.163438047,11.04513468,67.14445492
100,8.144857762,11.04195389,67.09540917
100,8.13941397,11.03109255,67.05361854
100,8.134851138,11.0052377,66.73291951
100,8.128895545,10.96384738,66.66666366
100,8.026102115,10.95923125,66.5948137
100,8.023544821,10.9463539,66.54441787
100,8.01248608,10.94519438,66.44295323
100,8.00673765,10.94412577,66.14338482
100,7.99454766,10.89659207,66.1316268
100,7.968119137,10.85554005,66.08313092
100,7.959784208,10.85140435,66.06060904
100,7.936915363,10.83748627,65.72874825
100,7.90549893,10.82455503,65.63234031
100,7.903144443,10.80431584,65.61569529
100,7.903144443,10.80027396,65.57553972
100,7.902113881,10.79272255,65.49295603
100,7.892207372,10.76890931,65.15279751
100,7.885448688,10.76859555,65.09912378
100,7.817562985,10.76294943,65.07164113
100,7.804703426,10.75642833,64.99364689
100,7.797505846,10.73369565,64.91395556
100,7.794808596,10.72685932,64.85981032
100,7.776322028,10.72132149,64.79631174
100,7.772397094,10.72029357,64.78808292
100,7.696171453,10.71428571,64.75883231
100,7.684294656,10.71024984,64.65887128
100,7.674214029,10.70208897,64.62904959
100,7.654262552,10.65254612,64.61581533
100,7.652209199,10.64549303,64.61539166
100,7.645208119,10.64362063,64.56715355
100,7.632638082,10.64009763,64.52708764
100,7.631593337,10.63158649,64.51612469
100,7.620326828,10.62552467,64.51203754
100,7.614596057,10.61459507,64.35643003
100,7.608836325,10.61136968,64.24452008
100,7.593695804,10.59501022,64.21373673
100,7.584084606,10.59376087,64.14254479
100,7.549294889,10.58239673,64.10745216
100,7.5476739,10.54832056,64.03941125
100,7.517278044,10.54515589,63.99999857
100,7.4853743,10.54137913,63.98823752
100,7.475931832,10.53986858,63.8992468
100,7.455875764,10.52810791,63.76479005
100,7.445884486,10.52685908,63.63637254
100,7.443409586,10.52426024,63.63637103
100,7.432553662,10.50128597,63.62013093
100,7.414759766,10.49784559,63.59441815
100,7.38803092,10.49605701,63.56911678
100,7.377444411,10.49544643,63.49205931
100,7.360153788,10.48055533,63.41486808
100,7.338763625,10.46651307,63.38444042
100,7.331586118,10.45530345,63.06728398
100,7.31767272,10.43961293,62.83200849
100,7.306131405,10.43572143,62.70543785
100,7.292866151,10.40042575,62.6729188
100,7.278261009,10.39009232,62.62733318
100,7.27394935,10.38853963,62.55707802
100,7.27283383,10.38793325,62.55277726
100,7.235293672,10.38296784,62.44734602
100,7.218054701,10.36715863,62.42496827
100,7.214624526,10.34602468,62.38895139
100,7.207025279,10.32015165,62.38746257
100,7.205130053,10.30506826,62.37280689
100,7.163738878,10.3034879,62.36558912
100,7.149993585,10.3001283,62.35274521
100,7.144101615,10.28941387,62.29087386
100,7.113455853,10.27160955,62.23693257
100,7.063774501,10.26676586,62.21559029
100,7.047611527,10.26098815,62.21025987
100,7.044496828,10.2554575,62.18152897
100,7.030409042,10.24133714,62.16216806
100,7.020860654,10.23909568,62.15140188
100,7.009785472,10.23268861,62.08888962
100,7.000161701,10.21748874,61.80228414
100,6.981706017,10.18329262,61.78572453
100,6.95077484,10.16994784,61.76470657
100,6.943744921,10.15786842,61.64535601
100,6.941417992,10.15463595,61.64199238
100,6.936342716,10.1529776,61.41583508
100,6.935395238,10.14694168,61.41537589
100,6.935030034,10.13415316,61.40787751
100,6.93493695,10.1231629,61.36422427
100,6.92598008,10.11260404,61.36363236
100,6.925795053,10.10409096,61.22104616
100,6.925670738,10.08673305,61.14520101
100,6.924606933,10.0754177,61.10008296
100,6.922793079,10.06474397,60.95984885
100,6.902763943,10.06149418,60.9489148
100,6.83659495,10.04645052,60.90711933
100,6.827611217,10.02504635,60.82847297
100,6.801420788,9.988192048,60.80183871
100,6.776768511,9.986356031,60.77694102
100,6.775055874,9.983633388,60.77266784
100,6.775055874,9.947347627,60.76671406
100,6.771174657,9.934048018,60.59808887
100,6.757551795,9.91147086,60.48451283
100,6.743670097,9.883035741,60.45387803
100,6.733071578,9.88258317,60.44413913
100,6.728486091,9.85655515,60.419838
100,6.70534681,9.85623346,60.3758854
100,6.687987587,9.854181432,60.29177077
100,6.687616627,9.851262982,60.25889022
100,6.67768595,9.819710062,60.21654753
100,6.671588078,9.794270741,60.15242516
100,6.671588078,9.784182489,60.1301741
100,6.659755965,9.769857194,60.10780631
100,6.658613368,9.767362784,60.0522172
100,6.653517225,9.732698413,60.04932296
100,6.648667587,9.731556705,60.03436943
100,6.648584441,9.712081554,59.99999576
100,6.633861218,9.702696474,59.96677982
100,6.606930398,9.676705049,59.94930417
100,6.593496094,9.659822624,59.93967624
100,6.574845629,9.658989466,59.69625475
100,6.565591184,9.656252871,59.68622163
100,6.564979903,9.623980598,59.68157976
100,6.545010364,9.615454488,59.62525245
100,6.531731874,9.601174045,59.56260448
100,6.521625406,9.596902569,59.47601144
100,6.518888441,9.59653771,59.39173175
100,6.514853584,9.596272382,59.38124105
100,6.512345679,9.587627732,59.36816256
100,6.500838457,9.581816956,59.30653529
100,6.464543389,9.578934741,59.2869131
100,6.46093855,9.577308426,59.21053333
100,6.436611901,9.57627049,59.17532118
100,6.423272868,9.556061105,59.12240314
100,6.400461153,9.553089015,59.08840443
100,6.388924061,9.529293288,58.89920157
100,6.364941292,9.506586785,58.87850751
100,6.340506158,9.495478391,58.83949844
100,6.322491116,9.487343711,58.7046167
100,6.306918676,9.472283495,58.51053929
100,6.291953093,9.468922283,58.38325284
100,6.281072274,9.461367594,58.32211515
100,6.274131274,9.459662707,58.30838445
100,6.269882543,9.446948661,58.29922742
100,6.262137058,9.43916501,58.28751345
100,6.260774416,9.419893282,58.26595997
100,6.256781692,9.41507581,58.25926291
100,6.256237863,9.414783837,58.24366516
100,6.251054866,9.392980985,58.10802382
100,6.230473612,9.391760113,58.0879728
100,6.228182295,9.368615303,58.07559343
100,6.200453637,9.365809261,57.99999237
100,6.174017183,9.363033284,57.99363444
100,6.164121615,9.352517986,57.95454468
100,6.163841072,9.345621041,57.89623171
100,6.157354618,9.325192712,57.86428365
100,6.155866059,9.323380089,57.76225205
100,6.15229581,9.316883897,57.66423929
100,6.145353155,9.309475338,57.66269157
100,6.094727271,9.303434085,57.62186116
100,6.094363773,9.299355231,57.5586784
100,6.069350923,9.286459698,57.54717427
100,6.068531485,9.277989032,57.40292023
100,6.052802715,9.270452051,57.3766086
100,6.044254991,9.266179604,57.36545824
100,6.023837646,9.265224907,57.31899954
100,6.018018018,9.26341211,57.30758256
100,6.015759906,9.259682309,57.17091867
100,6.01351575,9.252148354,57.15414543
100,5.993814239,9.227010724,56.9602051
100,5.991146363,9.219415552,56.96015097
100,5.964391691,9.212174676,56.94716728
100,5.943242084,9.208208561,56.88969546
100,5.941680181,9.208130795,56.83946483
100,5.938255328,9.202552346,56.80720619
100,5.937731392,9.199611593,56.76189604
100,5.936497971,9.195992808,56.75493935
100,5.917122156,9.186185871,56.7208682
100,5.91456938,9.181480758,56.6226357
100,5.882783008,9.179448574,56.5279721
100,5.879572738,9.16859383,56.52598697
100,5.846398967,9.165865054,56.46623293
100,5.821243625,9.165525933,56.31867107
100,5.819511054,9.161662479,56.26675814
100,5.819492084,9.147874203,55.9561456
100,5.809082892,9.131150989,55.93329691
100,5.800116891,9.131020365,55.88664989
100,5.792759823,9.126494155,55.78760817
100,5.780203895,9.121724173,55.71429313
100,5.776509408,9.119983243,55.70175425
100,5.766975734,9.11437802,55.69348384
100,5.746171744,9.087027956,55.67009752
100,5.737274794,9.055877765,55.57183856
100,5.733045225,9.047780413,55.55555123
100,5.721563171,9.047445426,55.40875434
100,5.718215759,9.04494382,55.38058176
100,5.714285714,9.035483157,55.30753821
100,5.714285714,9.03331307,55.2837702
100,5.700755785,9.029647302,55.27931563
100,5.673115045,9.027522936,55.2783013
100,5.671375879,9.014615244,55.26797509
100,5.667090216,9.009229764,55.25362998
100,5.662949694,9.008240554,55.25292269
100,5.654314436,9.006022632,55.21822267
100,5.649094142,8.990901572,55.21038372
100,5.634279271,8.98068732,55.15728664
100,5.631582746,8.970799559,55.15398181
100,5.623947254,8.966558397,55.13982015
100,5.608205374,8.962287324,55.06332336
100,5.60773413,8.954679815,55.03355221
100,5.607070545,8.953613808,55.02056138
100,5.593401469,8.941126036,55.00968907
100,5.588325653,8.937505926,54.93333181
100,5.587616678,8.936135506,54.92874059
100,5.586978341,8.931656954,54.86311295
100,5.573248408,8.913528012,54.85520153
100,5.551153255,8.912823047,54.67872709
100,5.547192142,8.90419345,54.67122857
100,5.544074869,8.892732379,54.62595669
100,5.539386032,8.890975629,54.46438559
100,5.527508842,8.877606513,54.44387965
100,5.520729206,8.855344228,54.4412565
100,5.507582828,8.849489304,54.41448558
100,5.495767599,8.838568673,54.31471663
100,5.489951406,8.816742261,54.24732531
100,5.476679585,8.81174729,54.16666637
100,5.464859885,8.778308352,54.16116408
100,5.458632907,8.762764812,54.14690183
100,5.440998385,8.761358761,54.10151078
100,5.440998385,8.748333464,54.09730718
100,5.433543826,8.741636396,54.09395753
100,5.433356216,8.736862221,54.02930671
100,5.431872234,8.725444252,54.00372558
100,5.418537878,8.705287894,53.99928486
100,5.399651337,8.703290804,53.98095459
100,5.392253509,8.693998631,53.97985247
100,5.391969613,8.686448983,53.97981121
100,5.37713815,8.677837096,53.97123947
100,5.37330182,8.674742643,53.92670726
100,5.368395635,8.663602701,53.8461524
100,5.357623275,8.658330517,53.76884061
100,5.356665776,8.646251419,53.72829673
100,5.352420651,8.634828751,53.71433524
100,5.330366484,8.622749241,53.70370452
100,5.327881553,8.615510379,53.69495097
100,5.319401016,8.614180768,53.59423993
100,5.316679856,8.592439328,53.56514419
100,5.316321106,8.592270074,53.55211253
100,5.311162165,8.584726771,53.53938838
100,5.302869288,8.577387291,53.51548615
100,5.295618038,8.575677901,53.49720578
100,5.290644384,8.57266044,53.49361494
100,5.269908938,8.570681996,53.49227261
100,5.257491383,8.567021873,53.48648158
100,5.24654153,8.5669415,53.45263528
100,5.244699344,8.560343312,53.44262295
100,5.228629591,8.559638848,53.37464263
100,5.226347305,8.551580965,53.35997072
100,5.195676971,8.549679487,53.3406553
100,5.184937152,8.549365692,53.30604279
100,5.18267114,8.541139998,53.29821639
100,5.175903979,8.506235315,53.27381715
100,5.173653002,8.498896247,53.26004776
